age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
36,Private,247558,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,60,?,>50K,1296,8912088,540,186408,0,2160,1155421220,3713370,1281855324,0,14853480,225,77670,0,900,26811684,0,310680,0,0,3600,,,
30,Private,97757,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,>50K,900,2932710,330,0,0,1080,966496457,1075327,0,0,3519252,121,0,0,396,0,0,0,0,0,1296,,,
40,Private,183404,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,8,United-States,<=50K,1600,7336160,400,0,0,320,-722711152,1834040,0,0,1467232,100,0,0,80,0,0,0,0,0,64,,,
49,Private,115613,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,2401,5665037,245,0,0,1960,481463881,578065,0,0,4624520,25,0,0,200,0,0,0,0,0,1600,,,
36,Private,28572,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1296,1028592,360,0,0,1800,816359184,285720,0,0,1428600,100,0,0,500,0,0,0,0,0,2500,,,
37,Private,173968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,1369,6436816,333,0,0,1480,200093952,1565712,0,0,6958720,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,193372,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,1444,7348136,380,0,0,1520,-1261975280,1933720,0,0,7734880,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
33,State-gov,121245,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1089,4001085,429,0,0,1980,1815448137,1576185,0,0,7274700,169,0,0,780,0,0,0,0,0,3600,,,
48,Self-emp-not-inc,187454,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,2304,8997792,624,0,0,1920,779263748,2436902,0,0,7498160,169,0,0,520,0,0,0,0,0,1600,,,
39,Private,119272,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,1521,4651608,234,0,0,1560,1340908096,715632,0,0,4770880,36,0,0,240,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Private,292185,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,1225,10226475,455,0,0,1400,-527271695,3798405,0,0,11687400,169,0,0,520,0,0,0,0,0,1600,,,
38,Private,54317,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K,1444,2064046,380,0,0,2280,-1344630807,543170,0,0,3259020,100,0,0,600,0,0,0,0,0,3600,,,
37,Private,186808,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K,1369,6911896,333,0,0,1480,537490496,1681272,0,0,7472320,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
37,Self-emp-not-inc,48063,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,1369,1778331,481,0,0,2035,-1984915327,624819,0,0,2643465,169,0,0,715,0,0,0,0,0,3025,,,
38,Private,70995,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,1444,2697810,342,0,0,1710,745322729,638955,0,0,3194775,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
43,Private,397963,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,594,0,16,United-States,<=50K,1849,17112409,387,25542,0,688,-539240583,3581667,236390022,0,6367408,81,5346,0,144,352836,0,9504,0,0,256,Divorced,10.82,15.09
43,Federal-gov,214541,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1849,9225263,430,0,0,1720,-1216799575,2145410,0,0,8581640,100,0,0,400,0,0,0,0,0,1600,,,
42,Local-gov,142756,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,1764,5995752,546,0,0,2100,-1095560944,1855828,0,0,7137800,169,0,0,650,0,0,0,0,0,2500,Divorced,10.82,15.09
32,Private,324386,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,1024,10380352,416,0,0,1280,2147061892,4217018,0,0,12975440,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
45,State-gov,190406,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Male,25236,0,36,United-States,>50K,2025,8568270,675,1135620,0,1620,1894706468,2856090,510118520,0,6854616,225,378540,0,540,636855696,0,908496,0,0,1296,Divorced,10.82,15.09
31,State-gov,151763,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K,961,4704653,434,0,0,775,1557171689,2124682,0,0,3794075,196,0,0,350,0,0,0,0,0,625,Never-married,47.35,41.81
35,Private,287658,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,Jamaica,<=50K,1225,10068030,420,0,0,1050,1142746340,3451896,0,0,8629740,144,0,0,360,0,0,0,0,0,900,Never-married,47.35,41.81
32,Self-emp-inc,209691,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Canada,<=50K,1024,6710112,416,0,0,1600,1020642521,2725983,0,0,10484550,169,0,0,650,0,0,0,0,0,2500,,,
36,Private,135293,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,45,?,<=50K,1296,4870548,468,54216,0,1620,1124326665,1758809,203751258,0,6088185,169,19578,0,585,2268036,0,67770,0,0,2025,Divorced,10.82,15.09
32,Private,192965,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K,1024,6174880,288,0,0,1440,-1419214439,1736685,0,0,8683425,81,0,0,405,0,0,0,0,0,2025,,,
47,Private,223342,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,2174,0,40,England,<=50K,2209,10497074,423,102178,0,1880,-1657958588,2010078,485545508,0,8933680,81,19566,0,360,4726276,0,86960,0,0,1600,Widowed,3.58,11.61
43,Private,178866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K,1849,7691238,387,0,0,1075,1928274884,1609794,0,0,4471650,81,0,0,225,0,0,0,0,0,625,,,
39,Local-gov,222572,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K,1521,8680308,546,0,0,1677,-2001312368,3116008,0,0,9570596,196,0,0,602,0,0,0,0,0,1849,Never-married,47.35,41.81
41,Private,279914,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K,1681,11476474,410,0,0,1845,1042436068,2799140,0,0,12596130,100,0,0,450,0,0,0,0,0,2025,,,
48,Private,107373,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,2304,5153904,192,0,0,1920,-1355940759,429492,0,0,4294920,16,0,0,160,0,0,0,0,0,1600,,,
44,Private,187584,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Canada,<=50K,1936,8253696,396,0,0,1760,828018688,1688256,0,0,7503360,81,0,0,360,0,0,0,0,0,1600,,,
41,Private,199018,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1681,8159738,615,0,0,1640,953458660,2985270,0,0,7960720,225,0,0,600,0,0,0,0,0,1600,,,
44,Private,85440,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,1936,3759360,396,0,0,1980,-1289940992,768960,0,0,3844800,81,0,0,405,0,0,0,0,0,2025,,,
41,Private,184102,11th,7,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1681,7548182,287,0,0,1640,-466191964,1288714,0,0,7364080,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
38,Private,239755,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1444,9110690,266,0,0,1520,1647885177,1678285,0,0,9590200,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Self-emp-not-inc,115971,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,2304,5566608,432,0,0,2400,564370953,1043739,0,0,5798550,81,0,0,450,0,0,0,0,0,2500,,,
43,?,396116,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,1849,17032988,387,0,0,1720,-2005904496,3565044,0,0,15844640,81,0,0,360,0,0,0,0,0,1600,,,
34,Private,249948,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K,1156,8498232,340,0,0,1156,-1950506736,2499480,0,0,8498232,100,0,0,340,0,0,0,0,0,1156,Divorced,10.82,15.09
32,Self-emp-inc,343872,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,Haiti,<=50K,1024,11003904,320,0,0,1120,-2011131904,3438720,0,0,12035520,100,0,0,350,0,0,0,0,0,1225,,,
48,Private,268083,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,2304,12867984,480,0,0,1920,-1145949143,2680830,0,0,10723320,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,218542,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1296,7867512,360,0,0,1440,515965508,2185420,0,0,8741680,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Private,79646,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,2304,3823008,336,0,0,2400,2048518020,557522,0,0,3982300,49,0,0,350,0,0,0,0,0,2500,,,
42,Self-emp-not-inc,373403,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,1764,15682926,378,0,0,2100,1990846937,3360627,0,0,18670150,81,0,0,450,0,0,0,0,0,2500,,,
40,Federal-gov,346532,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,1600,13861280,400,0,0,1600,-174657264,3465320,0,0,13861280,100,0,0,400,0,0,0,0,0,1600,,,
49,Private,240859,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,<=50K,2401,11802091,343,0,0,1960,-2116484263,1686013,0,0,9634360,49,0,0,280,0,0,0,0,0,1600,,,
39,Self-emp-not-inc,231180,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K,1521,9016020,351,0,0,1950,1904584848,2080620,0,0,11559000,81,0,0,450,0,0,0,0,0,2500,,,
39,Private,123945,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1521,4833855,351,0,0,1560,-1817506159,1115505,0,0,4957800,81,0,0,360,0,0,0,0,0,1600,,,
39,Private,216129,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,Jamaica,<=50K,1521,8429031,468,0,0,1365,-532895615,2593548,0,0,7564515,144,0,0,420,0,0,0,0,0,1225,Divorced,10.82,15.09
36,Private,265881,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,1296,9571716,324,0,0,1440,1973229425,2392929,0,0,10635240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
40,Self-emp-not-inc,57233,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1600,2289320,440,0,0,1600,-1019351007,629563,0,0,2289320,121,0,0,440,0,0,0,0,0,1600,,,
34,Private,238376,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K,1156,8104784,68,0,0,1360,988542528,476752,0,0,9535040,4,0,0,80,0,0,0,0,0,1600,,,
41,Private,154076,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K,1681,6317116,410,0,0,2050,-2030390000,1540760,0,0,7703800,100,0,0,500,0,0,0,0,0,2500,,,
43,Private,195212,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,?,<=50K,1849,8394116,559,0,0,1720,-546980720,2537756,0,0,7808480,169,0,0,520,0,0,0,0,0,1600,,,
35,Private,95551,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K,1225,3344285,315,0,0,1260,540059009,859959,0,0,3439836,81,0,0,324,0,0,0,0,0,1296,,,
36,Private,171676,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1741,40,United-States,<=50K,1296,6180336,468,0,62676,1440,-592122096,2231788,0,298887916,6867040,169,0,22633,520,0,0,0,3031081,69640,1600,Never-married,47.35,41.81
36,Self-emp-not-inc,129150,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,1296,4649400,324,0,0,1800,-500146684,1162350,0,0,6457500,81,0,0,450,0,0,0,0,0,2500,,,
37,Private,126708,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K,1369,4688196,333,0,0,2220,-1124951920,1140372,0,0,7602480,81,0,0,540,0,0,0,0,0,3600,,,
32,Local-gov,190228,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,1024,6087296,288,0,0,1280,1826953616,1712052,0,0,7609120,81,0,0,360,0,0,0,0,0,1600,,,
45,Private,196584,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,>50K,2025,8846280,495,0,70380,1800,-9436608,2162424,0,307457376,7863360,121,0,17204,440,0,0,0,2446096,62560,1600,Never-married,47.35,41.81
33,State-gov,111994,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K,1089,3695802,330,0,0,1485,-342245852,1119940,0,0,5039730,100,0,0,450,0,0,0,0,0,2025,Divorced,10.82,15.09
36,Private,199739,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,>50K,1296,7190604,324,262728,0,2160,1240962457,1797651,1457695222,0,11984340,81,65682,0,540,53260804,0,437880,0,0,3600,,,
30,State-gov,242122,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,900,7263660,270,0,0,1200,-1506479260,2179098,0,0,9684880,81,0,0,360,0,0,0,0,0,1600,,,
48,Private,329778,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,2304,15829344,432,0,0,1920,1379346884,2968002,0,0,13191120,81,0,0,360,0,0,0,0,0,1600,Widowed,3.58,11.61
32,Private,137076,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K,1024,4386432,320,480768,0,1920,1609960592,1370760,2059429824,0,8224560,100,150240,0,600,225720576,0,901440,0,0,3600,,,
31,Local-gov,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,961,5867215,279,0,0,1240,1461501857,1703385,0,0,7570600,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
48,Private,216292,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,<=50K,2304,10382016,432,0,0,2064,-462410992,1946628,0,0,9300556,81,0,0,387,0,0,0,0,0,1849,,,
30,Private,373213,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,900,11196390,330,0,0,1200,1848989897,4105343,0,0,14928520,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Self-emp-not-inc,202027,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,>50K,1225,7070945,490,269080,0,1925,-2134764231,2828378,1553183576,0,11111485,196,107632,0,770,59105344,0,422840,0,0,3025,,,
40,Local-gov,290660,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,8614,0,50,United-States,>50K,1600,11626400,480,344560,0,2000,-1416110320,3487920,-1791222056,0,14533000,144,103368,0,600,74200996,0,430700,0,0,2500,Divorced,10.82,15.09
44,Self-emp-inc,120277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,45,United-States,>50K,1936,5292188,572,4399956,0,1980,1581654841,1563601,-857322165,0,5412465,169,1299987,0,585,1409865409,0,4499955,0,0,2025,,,
36,Self-emp-not-inc,147258,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K,1296,5301288,396,0,0,2160,210082084,1619838,0,0,8835480,121,0,0,660,0,0,0,0,0,3600,,,
44,Private,174491,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K,1936,7677604,396,0,0,1320,382338009,1570419,0,0,5234730,81,0,0,270,0,0,0,0,0,900,Widowed,3.58,11.61
31,Private,398988,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,961,12368628,310,0,0,1240,277634192,3989880,0,0,15959520,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
32,Private,192565,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,1024,6162080,224,0,0,1760,-1573426439,1347955,0,0,10591075,49,0,0,385,0,0,0,0,0,3025,,,
35,Private,28572,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,35,United-States,<=50K,1225,1000020,350,142240,0,1225,816359184,285720,116116608,0,1000020,100,40640,0,350,16516096,0,142240,0,0,1225,,,
48,Federal-gov,96854,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K,2304,4648992,480,0,0,1440,790762724,968540,0,0,2905620,100,0,0,300,0,0,0,0,0,900,Never-married,47.35,41.81
33,Private,167309,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,1089,5521197,429,0,0,1320,-2072469591,2175017,0,0,6692360,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
49,Private,102945,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,2401,5044305,196,0,0,1960,2007738433,411780,0,0,4117800,16,0,0,160,0,0,0,0,0,1600,Widowed,3.58,11.61
40,Private,382499,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,1600,15299960,360,0,0,2000,276596937,3442491,0,0,19124950,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
45,Local-gov,166181,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,2025,7478145,405,0,0,1800,1846320985,1495629,0,0,6647240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,202046,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,2001,40,United-States,<=50K,1089,6667518,429,0,66033,1320,-2127086844,2626598,0,404294046,8081840,169,0,26013,520,0,0,0,4004001,80040,1600,Never-married,47.35,41.81
47,Private,345493,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,55,Taiwan,>50K,2209,16238171,705,4699953,0,2585,-893671239,5182395,189216139,0,19002115,225,1499985,0,825,1409865409,0,5499945,0,0,3025,,,
45,Federal-gov,380127,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,2025,17105715,585,0,0,1800,-1532351935,4941651,0,0,15205080,169,0,0,520,0,0,0,0,0,1600,Never-married,47.35,41.81
45,Private,421412,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,2025,18963540,405,0,0,2025,1494414608,3792708,0,0,18963540,81,0,0,405,0,0,0,0,0,2025,,,
41,Local-gov,33068,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1974,40,United-States,<=50K,1681,1355788,574,0,80934,1640,1093492624,462952,0,65276232,1322720,196,0,27636,560,0,0,0,3896676,78960,1600,Divorced,10.82,15.09
47,Private,344916,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,2209,16211052,564,0,0,1880,-1292037232,4138992,0,0,13796640,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
48,State-gov,183486,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States,>50K,2304,8807328,528,0,0,2688,-692626172,2018346,0,0,10275216,121,0,0,616,0,0,0,0,0,3136,Divorced,10.82,15.09
30,Private,63861,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,900,1915830,360,0,0,1200,-216739975,766332,0,0,2554440,144,0,0,480,0,0,0,0,0,1600,Never-married,47.35,41.81
37,Private,89559,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,1369,3313683,333,0,0,1480,-569120111,806031,0,0,3582360,81,0,0,360,0,0,0,0,0,1600,,,
39,Private,122032,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1521,4759248,429,0,0,1560,2006907136,1342352,0,0,4881280,121,0,0,440,0,0,0,0,0,1600,Never-married,47.35,41.81
35,Private,953588,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,1225,33375580,315,0,0,1400,-1202993008,8582292,0,0,38143520,81,0,0,360,0,0,0,0,0,1600,,,
30,Private,83253,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,900,2497590,270,0,0,1650,-1658872583,749277,0,0,4578915,81,0,0,495,0,0,0,0,0,3025,,,
45,Private,262802,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,2025,11826090,585,0,0,1800,345414468,3416426,0,0,10512080,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
33,State-gov,291494,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1089,9619302,528,0,0,1650,-930593884,4663904,0,0,14574700,256,0,0,800,0,0,0,0,0,2500,,,
47,Private,34248,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K,2209,1609656,423,0,0,1786,1172925504,308232,0,0,1301424,81,0,0,342,0,0,0,0,0,1444,,,
47,Self-emp-not-inc,249585,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,2209,11730495,470,0,0,1410,-2131837215,2495850,0,0,7487550,100,0,0,300,0,0,0,0,0,900,,,
