age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,age_x_age,age_x_fnlwgt,age_x_education_num,age_x_capital_gain,age_x_capital_loss,age_x_hours_per_week,fnlwgt_x_fnlwgt,fnlwgt_x_education_num,fnlwgt_x_capital_gain,fnlwgt_x_capital_loss,fnlwgt_x_hours_per_week,education_num_x_education_num,education_num_x_capital_gain,education_num_x_capital_loss,education_num_x_hours_per_week,capital_gain_x_capital_gain,capital_gain_x_capital_loss,capital_gain_x_hours_per_week,capital_loss_x_capital_loss,capital_loss_x_hours_per_week,hours_per_week_x_hours_per_week,marital_status_statistics,male,female
36,Private,215373,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K,1296,7753428,468,0,0,2520,-859111127,2799849,0,0,15076110,169,0,0,910,0,0,0,0,0,4900,Never-married,47.35,41.81
36,Private,184498,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1296,6641928,252,0,0,1440,-320226364,1291486,0,0,7379920,49,0,0,280,0,0,0,0,0,1600,,,
30,Private,399088,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,900,11972640,300,0,0,1350,357441792,3990880,0,0,17958960,100,0,0,450,0,0,0,0,0,2025,Divorced,10.82,15.09
47,Federal-gov,282830,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,2209,13293010,564,0,0,1880,-1611569724,3393960,0,0,11313200,144,0,0,480,0,0,0,0,0,1600,,,
36,Private,84306,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,50,United-States,<=50K,1296,3035016,468,180468,0,1800,-1482432956,1095978,422625978,0,4215300,169,65169,0,650,25130169,0,250650,0,0,2500,,,
44,Private,121012,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1936,5324528,220,0,0,1760,1759002256,605060,0,0,4840480,25,0,0,200,0,0,0,0,0,1600,Divorced,10.82,15.09
35,Federal-gov,20469,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,1225,716415,350,0,0,1400,418979961,204690,0,0,818760,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
32,Private,193260,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,1024,6184320,320,0,0,1280,-1305278064,1932600,0,0,7730400,100,0,0,400,0,0,0,0,0,1600,,,
50,Private,175804,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,2500,8790200,450,0,0,2400,842275344,1582236,0,0,8438592,81,0,0,432,0,0,0,0,0,2304,,,
33,Private,207301,Assoc-acdm,12,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,1089,6840933,396,0,0,1320,24031641,2487612,0,0,8292040,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
43,Private,112494,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,1849,4837242,387,0,0,1935,-230001852,1012446,0,0,5062230,81,0,0,405,0,0,0,0,0,2025,Divorced,10.82,15.09
35,Private,226789,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,<=50K,1225,7937615,350,0,0,2030,-106357031,2267890,0,0,13153762,100,0,0,580,0,0,0,0,0,3364,,,
33,Private,117963,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1089,3892779,429,0,0,1320,1030367481,1533519,0,0,4718520,169,0,0,520,0,0,0,0,0,1600,,,
39,Private,33487,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,1521,1305993,273,0,0,1560,1121379169,234409,0,0,1339480,49,0,0,280,0,0,0,0,0,1600,,,
42,Private,40151,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K,1764,1686342,462,0,0,1260,1612102801,441661,0,0,1204530,121,0,0,330,0,0,0,0,0,900,,,
49,Private,31807,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,2401,1558543,490,0,0,1960,1011685249,318070,0,0,1272280,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
37,Private,143058,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1369,5293146,222,0,0,1850,-1009245116,858348,0,0,7152900,36,0,0,300,0,0,0,0,0,2500,,,
50,Private,217083,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,2500,10854150,450,0,0,2000,-119611367,1953747,0,0,8683320,81,0,0,360,0,0,0,0,0,1600,,,
30,Private,78530,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,900,2355900,270,0,0,1200,1871993604,706770,0,0,3141200,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
32,Local-gov,100135,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K,1024,3204320,416,0,0,1120,1437083633,1301755,0,0,3504725,169,0,0,455,0,0,0,0,0,1225,,,
41,Private,96741,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K,1681,3966381,492,0,0,1640,768886489,1160892,0,0,3869640,144,0,0,480,0,0,0,0,0,1600,Divorced,10.82,15.09
31,State-gov,75755,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,>50K,961,2348405,496,226238,0,1705,1443852729,1212080,552859990,0,4166525,256,116768,0,880,53260804,0,401390,0,0,3025,,,
49,Private,147032,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,8,Philippines,<=50K,2401,7204568,441,0,0,392,143572544,1323288,0,0,1176256,81,0,0,72,0,0,0,0,0,64,,,
44,Local-gov,24982,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1936,1099208,440,0,0,1760,624100324,249820,0,0,999280,100,0,0,400,0,0,0,0,0,1600,,,
47,Private,80924,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,2209,3803428,470,0,0,1645,-2041240816,809240,0,0,2832340,100,0,0,350,0,0,0,0,0,1225,Widowed,3.58,11.61
49,Private,297884,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,50,United-States,<=50K,2401,14596316,441,199136,0,2450,-1459435760,2680956,1210600576,0,14894200,81,36576,0,450,16516096,0,203200,0,0,2500,,,
38,Private,95336,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,1444,3622768,494,0,0,1900,499018304,1239368,0,0,4766800,169,0,0,650,0,0,0,0,0,2500,,,
31,Private,111883,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,961,3468373,279,0,0,1240,-367096199,1006947,0,0,4475320,81,0,0,360,0,0,0,0,0,1600,Never-married,47.35,41.81
38,Self-emp-not-inc,197365,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,1444,7499870,342,0,0,1900,298237561,1776285,0,0,9868250,81,0,0,450,0,0,0,0,0,2500,,,
36,Private,116608,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,38,United-States,<=50K,1296,4197888,324,0,0,1368,712523776,1049472,0,0,4431104,81,0,0,342,0,0,0,0,0,1444,Divorced,10.82,15.09
48,Private,178686,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,2304,8576928,432,0,0,1920,1863915524,1608174,0,0,7147440,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
30,Private,270889,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,900,8126670,300,0,0,1200,366406289,2708890,0,0,10835560,100,0,0,400,0,0,0,0,0,1600,,,
38,Self-emp-not-inc,194534,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,99999,0,60,United-States,>50K,1444,7392292,532,3799962,0,2280,-811228508,2723476,-2021631014,0,11672040,196,1399986,0,840,1409865409,0,5999940,0,0,3600,,,
38,Private,135416,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,1444,5145808,380,0,0,1520,1157623872,1354160,0,0,5416640,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
33,Private,256211,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K,1089,8454963,297,0,0,1320,1219567081,2305899,0,0,10248440,81,0,0,360,0,0,0,0,0,1600,,,
37,Private,112660,9th,5,Divorced,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,1369,4168420,185,0,0,1295,-192626288,563300,0,0,3943100,25,0,0,175,0,0,0,0,0,1225,Divorced,10.82,15.09
41,Self-emp-not-inc,229148,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,Jamaica,<=50K,1681,9395068,369,0,0,2460,969198352,2062332,0,0,13748880,81,0,0,540,0,0,0,0,0,3600,Never-married,47.35,41.81
31,Private,196791,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K,961,6100521,465,0,0,1395,71992017,2951865,0,0,8855595,225,0,0,675,0,0,0,0,0,2025,Divorced,10.82,15.09
42,Self-emp-not-inc,352196,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,22,United-States,<=50K,1764,14792232,378,0,0,924,-512029168,3169764,0,0,7748312,81,0,0,198,0,0,0,0,0,484,,,
30,Private,390879,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K,900,11726370,330,0,0,1080,-1832430015,4299669,0,0,14071644,121,0,0,396,0,0,0,0,0,1296,Divorced,10.82,15.09
44,Local-gov,210527,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,1936,9263188,440,0,0,1760,1371944769,2105270,0,0,8421080,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
49,Private,185041,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,2401,9067009,441,0,0,1960,-119566687,1665369,0,0,7401640,81,0,0,360,0,0,0,0,0,1600,,,
50,Private,175029,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,2500,8751450,450,0,0,2000,570379769,1575261,0,0,7001160,81,0,0,360,0,0,0,0,0,1600,,,
40,Self-emp-not-inc,111971,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,1600,4478840,360,0,0,1200,-347397047,1007739,0,0,3359130,81,0,0,270,0,0,0,0,0,900,,,
36,Private,185325,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,37,United-States,<=50K,1296,6671700,324,0,0,1332,-14382743,1667925,0,0,6857025,81,0,0,333,0,0,0,0,0,1369,Never-married,47.35,41.81
41,Private,443508,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Canada,>50K,1681,18183828,533,0,0,1968,-869149552,5765604,0,0,21288384,169,0,0,624,0,0,0,0,0,2304,,,
34,Local-gov,353270,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K,1156,12011180,374,0,0,1360,245641316,3885970,0,0,14130800,121,0,0,440,0,0,0,0,0,1600,Never-married,47.35,41.81
30,Private,107793,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,>50K,900,3233790,300,0,0,1680,-1265571039,1077930,0,0,6036408,100,0,0,560,0,0,0,0,0,3136,,,
48,Private,112906,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K,2304,5419488,672,0,0,2640,-137137052,1580684,0,0,6209830,196,0,0,770,0,0,0,0,0,3025,,,
48,Self-emp-inc,36020,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,2304,1728960,624,0,0,2400,1297440400,468260,0,0,1801000,169,0,0,650,0,0,0,0,0,2500,,,
39,Self-emp-not-inc,124090,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1521,4839510,195,0,0,1560,-1781541084,620450,0,0,4963600,25,0,0,200,0,0,0,0,0,1600,,,
37,Private,187589,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5178,0,40,United-States,>50K,1369,6940793,333,191586,0,1480,829894553,1688301,971335842,0,7503560,81,46602,0,360,26811684,0,207120,0,0,1600,,,
34,?,170276,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,10,United-States,>50K,1156,5789384,442,0,0,340,-1070854896,2213588,0,0,1702760,169,0,0,130,0,0,0,0,0,100,,,
34,Private,456399,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,1156,15517566,408,0,0,1360,2141616993,5476788,0,0,18255960,144,0,0,480,0,0,0,0,0,1600,Never-married,47.35,41.81
39,Private,120074,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,1521,4682886,351,0,0,1560,1532863588,1080666,0,0,4802960,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
34,Private,157289,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1156,5347826,340,0,0,1360,-1029974255,1572890,0,0,6291560,100,0,0,400,0,0,0,0,0,1600,,,
33,Private,322873,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,1089,10654809,297,0,0,1650,1167759025,2905857,0,0,16143650,81,0,0,450,0,0,0,0,0,2500,Divorced,10.82,15.09
40,State-gov,86912,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1600,3476480,640,0,0,2000,-1036238848,1390592,0,0,4345600,256,0,0,800,0,0,0,0,0,2500,,,
30,Local-gov,118500,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,900,3555000,300,0,0,1200,1157348112,1185000,0,0,4740000,100,0,0,400,0,0,0,0,0,1600,Divorced,10.82,15.09
36,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,1296,16608132,360,0,0,1440,-1916537231,4613370,0,0,18453480,100,0,0,400,0,0,0,0,0,1600,,,
49,Private,236586,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,2401,11592714,441,0,0,1960,138360548,2129274,0,0,9463440,81,0,0,360,0,0,0,0,0,1600,,,
38,Private,96330,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,1444,3660540,418,0,0,1520,689534308,1059630,0,0,3853200,121,0,0,440,0,0,0,0,0,1600,Divorced,10.82,15.09
40,Self-emp-not-inc,204235,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,1600,8169400,560,3999960,0,2000,-1237737735,2859290,-1051540715,0,10211750,196,1399986,0,700,1409865409,0,4999950,0,0,2500,,,
50,Private,274528,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,2500,13726400,500,0,0,2000,-1943788544,2745280,0,0,10981120,100,0,0,400,0,0,0,0,0,1600,,,
41,Self-emp-not-inc,27305,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,40,United-States,>50K,1681,1119505,369,315208,0,1640,745563025,245745,209920840,0,1092200,81,69192,0,360,59105344,0,307520,0,0,1600,,,
46,Private,368561,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,2116,16953806,598,0,0,2530,-1601742751,4791293,0,0,20270855,169,0,0,715,0,0,0,0,0,3025,,,
43,Private,159549,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1849,6860607,387,0,0,1720,-313920375,1435941,0,0,6381960,81,0,0,360,0,0,0,0,0,1600,,,
41,Self-emp-inc,112262,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,1681,4602742,369,0,0,2050,-282145244,1010358,0,0,5613100,81,0,0,450,0,0,0,0,0,2500,,,
35,Self-emp-not-inc,269300,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,<=50K,1225,9425500,455,0,0,2100,-491954032,3500900,0,0,16158000,169,0,0,780,0,0,0,0,0,3600,Never-married,47.35,41.81
31,Private,369825,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K,961,11464575,124,0,0,775,-668422847,1479300,0,0,9245625,16,0,0,100,0,0,0,0,0,625,Never-married,47.35,41.81
30,Private,75167,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,900,2255010,390,0,0,1650,1355110593,977171,0,0,4134185,169,0,0,715,0,0,0,0,0,3025,,,
34,Private,84154,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,1156,2861236,442,0,0,1700,-1508038876,1094002,0,0,4207700,169,0,0,650,0,0,0,0,0,2500,,,
43,Private,128354,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,1849,5519222,387,0,0,1720,-705119868,1155186,0,0,5134160,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
40,Private,34987,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,53,United-States,<=50K,1600,1399480,520,0,0,2120,1224090169,454831,0,0,1854311,169,0,0,689,0,0,0,0,0,2809,Never-married,47.35,41.81
38,Private,51100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,3325,0,40,United-States,<=50K,1444,1941800,494,126350,0,1520,-1683757296,664300,169907500,0,2044000,169,43225,0,520,11055625,0,133000,0,0,1600,Divorced,10.82,15.09
33,Private,100135,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,25,United-States,<=50K,1089,3304455,297,0,57420,825,1437083633,901215,0,174234900,2503375,81,0,15660,225,0,0,0,3027600,43500,625,,,
47,State-gov,30575,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,2209,1437025,470,0,0,2350,934830625,305750,0,0,1528750,100,0,0,500,0,0,0,0,0,2500,,,
43,Private,64506,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,1849,2773758,430,0,0,1290,-133943260,645060,0,0,1935180,100,0,0,300,0,0,0,0,0,900,Divorced,10.82,15.09
31,Private,97453,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,961,3021043,279,0,0,1240,907152617,877077,0,0,3898120,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
46,Self-emp-inc,120131,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K,2116,5526026,690,4599954,0,2760,1546555273,1801965,-871922019,0,7207860,225,1499985,0,900,1409865409,0,5999940,0,0,3600,,,
31,Private,215047,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,961,6666457,403,0,0,1550,-999428047,2795611,0,0,10752350,169,0,0,650,0,0,0,0,0,2500,Never-married,47.35,41.81
50,Federal-gov,166419,11th,7,Never-married,Sales,Not-in-family,Black,Female,3674,0,40,United-States,<=50K,2500,8320950,350,183700,0,2000,1925479785,1164933,611423406,0,6656760,49,25718,0,280,13498276,0,146960,0,0,1600,Never-married,47.35,41.81
44,Private,52028,1st-4th,2,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K,1936,2289232,88,0,0,1760,-1588054512,104056,0,0,2081120,4,0,0,80,0,0,0,0,0,1600,,,
38,Private,130813,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K,1444,4970894,342,0,0,1520,-67828215,1177317,0,0,5232520,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
48,Private,326048,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Male,0,0,44,United-States,<=50K,2304,15650304,576,0,0,2112,-1066884096,3912576,0,0,14346112,144,0,0,528,0,0,0,0,0,1936,Divorced,10.82,15.09
33,Private,198660,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999,0,56,United-States,>50K,1089,6555780,297,3299967,0,1848,811089936,1787940,-1609035140,0,11124960,81,899991,0,504,1409865409,0,5599944,0,0,3136,,,
38,Private,357870,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,50,United-States,<=50K,1444,13599060,304,0,0,1900,-778081980,2862960,0,0,17893500,64,0,0,400,0,0,0,0,0,2500,Never-married,47.35,41.81
46,Private,101430,11th,7,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K,2116,4665780,322,0,0,1840,1698110308,710010,0,0,4057200,49,0,0,280,0,0,0,0,0,1600,Divorced,10.82,15.09
42,Private,328239,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1764,13786038,420,0,0,1680,366658721,3282390,0,0,13129560,100,0,0,400,0,0,0,0,0,1600,Never-married,47.35,41.81
30,Private,296462,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,<=50K,900,8893860,420,0,0,900,1990371524,4150468,0,0,8893860,196,0,0,420,0,0,0,0,0,900,Never-married,47.35,41.81
37,?,122265,HS-grad,9,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,0,0,42,?,<=50K,1369,4523805,333,0,0,1554,2063828337,1100385,0,0,5135130,81,0,0,378,0,0,0,0,0,1764,Divorced,10.82,15.09
33,Private,178506,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,1089,5890698,297,0,0,1320,1799620964,1606554,0,0,7140240,81,0,0,360,0,0,0,0,0,1600,Divorced,10.82,15.09
31,State-gov,33308,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,961,1032548,341,0,0,1240,1109422864,366388,0,0,1332320,121,0,0,440,0,0,0,0,0,1600,,,
30,Private,174543,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,900,5236290,360,0,0,1200,400487777,2094516,0,0,6981720,144,0,0,480,0,0,0,0,0,1600,Never-married,47.35,41.81
37,Private,348796,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,1369,12905452,481,0,0,1480,1399565328,4534348,0,0,13951840,169,0,0,520,0,0,0,0,0,1600,Divorced,10.82,15.09
